Id,Action
1,0.12062450572959656
2,0.6386320787994665
3,0.9749952112565013
4,0.49620506501719974
5,0.9506038286947759
6,0.9736918527395965
7,0.8700708520130783
8,0.9661837391496018
9,0.05147207732887191
10,0.7190625524354755
11,0.9145828870540323
12,0.45381719851853525
13,0.4204025523954172
14,0.1419586945651651
15,0.656425046553116
16,0.7494759456830298
17,0.3716721947707334
18,0.33419751341490606
19,0.7574999561374266
20,0.8230322103441045
21,0.9918828730217986
22,0.43564614939382446
23,0.3627615867804147
24,0.6026073574557158
25,0.5081591456097185
26,0.725882450888793
27,0.46894852420345046
28,0.11169960339825229
29,0.8241027551055308
30,0.364955275171029
31,0.5895276399038487
32,0.63634906657076
33,0.6919738955530264
34,0.699102062969906
35,0.4940530539998338
36,0.7987960162192342
37,0.5753259822013899
38,0.8866009732686826
39,0.29837848463182115
40,0.2828499234615755
41,0.3445983308321859
42,0.9559946327252073
43,0.6444107609952706
44,0.6420850477228497
45,0.646846145772742
46,0.5528463893541048
47,0.9827442704463312
48,0.45012251312594137
49,0.9576572571352246
50,0.792280993162984
51,0.8393597753880202
52,0.6933948748209994
53,0.6918272866235307
54,0.7631228836034324
55,0.35912455576349256
56,0.346720714234389
57,0.5921115580737782
58,0.9692544269185245
59,0.6520937535463733
60,0.8286963859316775
61,0.9696237482933162
62,0.8155452566735405
63,0.5480314456891113
64,0.8537388463995006
65,0.9563864970977471
66,0.9162759027761241
67,0.41870338048123945
68,0.8092467046064953
69,0.6073705300249946
70,0.1488340414122064
71,0.5271502556448022
72,0.8044983759996932
73,0.6081228572977938
74,0.8493881714628605
75,0.7269902939489512
76,0.8499318524859786
77,0.9231291126930762
78,0.45559636541763027
79,0.46792437148140353
80,0.9742934227732151
81,0.9100150620215003
82,0.8278396965322113
83,0.869897928611704
84,0.8591909484576442
85,0.6933165771217722
86,0.4194766362739491
87,0.5253041453002382
88,0.9624194796146869
89,0.8479869721901068
90,0.5138506098180423
91,0.7339897248013291
92,0.4401904698021986
93,0.9871636326399253
94,0.42248951076905683
95,0.9727342199474464
96,0.525004865786568
97,0.25732981640960034
98,0.7522596809127582
99,0.9098401311730628
100,0.8570995790437111
101,0.6486150595090766
102,0.10018808618034056
103,0.7028411945185253
104,0.29071251161776784
105,0.3260389101391824
106,0.8852553181086679
107,0.9324141884817821
108,0.43522386580718053
109,0.7567746168094823
110,0.7725966336736864
111,0.41899441419215916
112,0.572813722560006
113,0.7688905763350276
114,0.9716431147028686
115,0.6203339464210704
116,0.5085711914888875
117,0.6720564442226659
118,0.9220587218464664
119,0.9959414869781582
120,0.8686190381281347
121,0.9148330666784376
122,0.8129498012650278
123,0.33847941065764003
124,0.7566015585980197
125,0.9827848937549556
126,0.34317736616783956
127,0.07776966460122009
128,0.4391001342554226
129,0.32392194062338703
130,0.5122005544779956
131,0.9263143371489003
132,0.6161630937645248
133,0.7048873188598279
134,0.22952608929208695
135,0.9700654647853315
136,0.3214700292544693
137,0.7559935588283097
138,0.6750994277410075
139,0.272079647443747
140,0.7785847365895416
141,0.9735106636796345
142,0.38755823298293274
143,0.8331401326879748
144,0.7798212123520066
145,0.9864278391269701
146,0.2598816242035736
147,0.06332212453059591
148,0.5598847152759834
149,0.9161969027503304
150,0.7561503538780813
151,0.7110325000073825
152,0.8045603486134258
153,0.7401818592219299
154,0.4787765038805307
155,0.6471923044366535
156,0.7887961317226027
157,0.8346629986440184
158,0.4661835155606008
159,0.9132594816665528
160,0.3964869146712847
161,0.07812197661109949
162,0.8730791960131155
163,0.8269741232628248
164,0.8745157395686338
