Id,Action
1,0.9359204311984659
2,0.9364125692584465
3,0.9997169155862494
4,0.9531999547669505
5,0.9431655460399725
6,0.9998686088536509
7,0.9374965400682128
8,0.9368627546652951
9,0.9367323060889265
10,0.9358852053449781
11,0.9932113829021932
12,0.9357814568657685
13,0.9355549442301967
14,0.9355071667106525
15,0.9358347640611563
16,0.9357569326530737
17,0.9355571198534591
18,0.9401961278711687
19,0.9357285387598503
20,0.9359312204503683
21,0.9998468280400441
22,0.9358672991514893
23,0.9356454941301197
24,0.9360054478825808
25,0.9358911639092206
26,0.9363624926726118
27,0.9371231983996638
28,0.9354304937839153
29,0.9364026463643645
30,0.9358981888531109
31,0.9358045960734865
32,0.9360407536699278
33,0.9358637560956781
34,0.9367498410407171
35,0.9357821501009932
36,0.9363578267790169
37,0.9361951915288026
38,0.9377470532828118
39,0.935843830012458
40,0.9359044329528917
41,0.9376547697488801
42,0.9981388363771395
43,0.9361572163619438
44,0.9356633534983335
45,0.935894788676029
46,0.9410896319066854
47,0.9997306234074593
48,0.9358966456803158
49,0.943605634123538
50,0.9368622362620084
51,0.9363751547849315
52,0.9359601903962155
53,0.9359563556851402
54,0.9367032340855354
55,0.9358264246970226
56,0.9357090322634206
57,0.9357244480996115
58,0.936328220872862
59,0.9359345971051547
60,0.9361323424304869
61,0.9999745708129638
62,0.9385411059200804
63,0.93658946205245
64,0.9370675660762297
65,0.9377551821161554
66,0.9360979658969516
67,0.9355993959421768
68,0.9370714132703093
69,0.9356714205431074
70,0.935439708321269
71,0.9368903658036649
72,0.9372064993836032
73,0.9358164840095575
74,0.9360656496513974
75,0.9358279304164794
76,0.9367155822165515
77,0.9364579443572405
78,0.935620968067258
79,0.9367227988341932
80,0.9983520421323598
81,0.9365308533141933
82,0.9359992812809236
83,0.93650468559918
84,0.9414034183071632
85,0.9375917175745809
86,0.9363234062251581
87,0.9365117753913134
88,0.9992734700285146
89,0.9373469188886121
90,0.9353736154349767
91,0.9363399543414214
92,0.9357416217167086
93,0.9999749774001906
94,0.9362553502274977
95,0.9990316886623012
96,0.9384457283692367
97,0.9357874871609578
98,0.9368060573851652
99,0.941854884002881
100,0.9390277394328189
101,0.9358283339465127
102,0.9353390563696983
103,0.9359269838308171
104,0.936619902156887
105,0.9353878684996286
106,0.9361492602825299
107,0.9384143297504924
108,0.935622042169197
109,0.9359323114317966
110,0.9365354877147234
111,0.9356487006712697
112,0.9357382431054513
113,0.9360129445976908
114,0.9995502245632601
115,0.9359164391017631
116,0.9357792326424575
117,0.9359186060641873
118,0.9677992845781452
119,0.9999956005800579
120,0.9371100532528889
121,0.9385023897642831
122,0.9358681995577803
123,0.9365450478374039
124,0.936545204453853
125,0.9998114147360869
126,0.9355563035359766
127,0.9355011716971867
128,0.9355696106577557
129,0.9390032052262894
130,0.9359862806207566
131,0.9397794126076875
132,0.9356549726257966
133,0.9357694562901464
134,0.936069539283234
135,0.9991585780767723
136,0.9356974914804378
137,0.9360355643765572
138,0.93591614704048
139,0.9360316471218174
140,0.9375743903084924
141,0.9749716457054197
142,0.9358221950740687
143,0.9370279311161266
144,0.9360281723313797
145,0.9999513008721017
146,0.9356756270418766
147,0.9358124768678476
148,0.9363120698665205
149,0.9369316698895774
150,0.9387011330977093
151,0.9356802349716222
152,0.9358421385341005
153,0.9360371916850767
154,0.9357243194561561
155,0.935860477409963
156,0.9466530650884856
157,0.93754484157343
158,0.9355765124225246
159,0.9363691809575504
160,0.9358023765788172
161,0.935593719876936
162,0.9369442378858706
163,0.9360063228992954
164,0.9844018692175198
165,0.9366529536368557
166,0.9383200890738708
167,0.9357341974206885
168,0.9950779066884349
169,0.9358240775798095
170,0.9360796403398005
171,0.9356643166375663
172,0.9468835212853987
173,0.9366332511148839
174,0.9985334904913404
175,0.9947111450926462
176,0.9381690745203625
177,0.9359581461511061
178,0.9998829796474711
179,0.9997015949396886
180,0.9358124768678476
181,0.9346958743544085
182,0.9359862806207566
183,0.9359640741130584
184,0.935865440984092
185,0.9361361200574462
186,0.9521214385816866
187,0.9967376821506455
188,0.9361398340238885
189,0.9275511519192591
190,0.9363316089953208
191,0.9999972485387569
192,0.9385352065374559
193,0.9999979183891542
194,0.936007056482315
195,0.9371855437823662
196,0.9999992392026372
197,0.9363018267781701
198,0.9359368640575165
199,0.9364943893236845
200,0.7091769176066617
201,0.9356029015063552
202,0.9355909722223539
203,0.9357090783400616
204,0.9357433170573742
205,0.9357840668458622
206,0.9369238911274732
207,0.9359281416462851
208,0.935776772442665
209,0.9359157455617505
210,0.9362724606652434
211,0.9357361958490047
212,0.9355861825838964
213,0.9399758569545708
214,0.9359390237313169
215,0.9965868447708138
216,0.9363273035568924
217,0.9496031398492432
218,0.941791359526084
219,0.9976743697657486
220,0.9359311805000542
221,0.935690952104155
222,0.9381049737331698
223,0.9358109246296865
224,0.9367297934797727
225,0.9359897256501571
226,0.9356775340189797
227,0.9358796611711617
228,0.9358558876576232
229,0.940440482876614
230,0.935576908181136
231,0.9357975281806252
232,0.9357290210715932
233,0.9371131518667373
234,0.9357383578730816
235,0.935786833497691
236,0.9361099610779919
237,0.964757950472728
238,0.9357256984787282
239,0.9362322879553024
240,0.9362622523498693
241,0.9358923663613216
242,0.9359659689758163
243,0.9356038337753764
244,0.9988868706232535
245,0.9362605338663623
246,0.9382203424230601
247,0.9357293584460614
248,0.9375503953385066
249,0.9374771345994192
250,0.9356495934894817
251,0.9361088888380805
252,0.935718194142383
253,0.9409224353339681
254,0.9360600901605135
255,0.9367350516728276
256,0.9359080970222557
257,0.9364654494181972
258,0.9362135370637346
259,0.9360986443592341
260,0.9999991310458286
261,0.941478659982195
