Id,Action
1,0.5934043984889599
2,0.9877858501929824
3,0.9847561166081228
4,0.9802596509417526
5,0.9964216237422298
6,0.9913141556887073
7,0.8163480244504241
8,0.9975242179511781
9,0.8820340614021537
10,0.9469340725217825
11,0.9693192091454417
12,0.939402054196352
13,0.9875744719127014
14,0.3405287822387588
15,0.9327672519845313
16,0.9515351707392937
17,0.2081455044398996
18,0.4971613436317284
19,0.9929003959626465
20,0.9961068735094848
21,0.9785596028240912
22,0.9637087695863612
23,0.9997333333333334
24,0.9266878334787194
25,0.9998286175475135
26,0.7294844217640698
27,0.9550326925729746
28,0.9786390137405001
29,0.9637321120158645
30,0.8961914376297129
31,0.9852699041661134
32,0.9841202889218622
33,0.9367256059240427
34,0.9899646077373021
35,0.980019417789857
36,0.9938679086507168
37,0.943279992551826
38,0.9936732225178473
39,0.9882668519918764
40,0.8896035446268439
41,0.5346270647709354
42,0.9896403074842358
43,0.9856044556708367
44,0.9650192360341114
45,0.9916284008907653
46,0.9765085926136539
47,0.9954860646500654
48,0.9933803978783672
49,0.9992830930829842
50,0.9787118413878836
51,0.8139721419919826
52,0.9895572461567187
53,0.9041683076823183
54,1
55,0.9809493516309198
56,0.9615982434043052
57,0.9428242229927364
58,0.994369726379825
59,0.9924716143444144
60,0.9785365434755589
61,0.9966319788472366
62,0.9737652858319206
63,0.9939527040753255
64,0.995227666269609
65,0.9930654226295579
66,0.9394250856480881
67,0.942013753072828
68,0.9975686177939431
69,0.9099106529999693
70,0.4086586698971496
71,0.9834381883957107
72,0.9866555059345152
73,0.9987692307692307
74,0.9871257656438979
75,0.9511499799032105
76,0.9928319384319384
77,0.9877653942727574
78,0.808745986077634
79,0.5647341380987534
80,0.9738478543338507
81,0.9963720648732315
82,0.9821504694140105
83,0.9907314611314612
84,0.9939467300535246
85,0.9858569245295425
86,0.9529534758767767
87,0.9900897418243029
88,0.9896409047419317
89,0.9934472583443444
90,0.8468830922645633
91,0.9837421171783363
92,0.43690695092615184
93,0.987840491662605
94,0.9594302944158608
95,0.9822148856628589
96,0.9945151043687173
97,0.2335308205707487
98,0.9878427466286165
99,0.9816670027134237
100,0.9961005622965801
101,0.9253653207868249
102,0.9242347692531931
103,0.9800524498053916
104,0.9865031347047475
105,0.7661648573536196
106,0.9696403928531147
107,0.9973190738823965
108,0.9645774182944691
109,0.9928045439346271
110,0.9781033774463019
111,0.4400684039086084
112,0.9936571973242788
113,0.8711502769089944
114,0.9976380583274044
115,0.9744781511000994
116,0.90391352602880215
117,0.9054146347456947
118,0.9856307061784575
119,0.9962733464090562
120,0.9893073375206951
121,0.8194054764609381
122,0.9821899517706725
123,0.9289908838096835
124,0.990616330607192
125,0.990969633831941
126,0.6696618899649581
127,0.900689806536255
128,0.5860570714760429
129,0.9617560385700146
130,0.9725024376420474
131,0.9898365744281696
132,0.9958422541433917
133,0.9663317978510451
134,0.5692974394032616
135,0.9975656921248428
136,0.9623465589870829
137,0.9889612376715676
138,0.8723199982061565
139,0.9842135510454182
140,0.9975242179511781
141,0.9302288315972471
142,0.9886717647529797
143,0.9891590542084969
144,0.9959732929139826
145,0.996345946831055
146,0.8975110316271102
147,0.48900764499979904
148,0.42584754862229074
149,0.9973726481196624
150,0.97020203860585
151,0.9974700792647814
152,0.43058818307372565
153,0.9937915057357477
154,0.8740534162430712
155,0.9779165722266212
156,0.9223381236832308
157,0.9852786593164948
158,0.9663057977326391
159,0.7825371393870402
160,0.9604900583552226
161,0.8773463684037582
162,0.9922621325799327
163,0.9958293112773083
164,0.9651712830639436
165,0.9909478586585607
166,0.9921979346737002
167,0.7069495073908759
168,0.9779965107564236
169,0.9589365357470799
170,0.9998400862784139
171,0.9824782692235864
172,0.9946920634920636
173,0.9440872388018379
174,0.9490937674349715
175,0.9874735890148881
176,0.9959499094718104
