Id,Action
1,0.7265360682273546
2,0.973689718315583
3,0.9945848477612511
4,0.9437157869555699
5,0.9966256572139094
6,0.996762926842342
7,0.9881328477322356
8,0.9950578856729936
9,0.631389864445161
10,0.9749623564630419
11,0.9868282494985366
12,0.9333832830738331
13,0.9373509112888336
14,0.7798791548597355
15,0.9663099947237634
16,0.9830171375564681
17,0.9256683630239104
18,0.892720158125714
19,0.9828184669071807
20,0.9824600821938758
21,0.9984694797487014
22,0.9536638177840944
23,0.8277799473459598
24,0.9571835482977815
25,0.9351300831288254
26,0.9714064648272875
27,0.9208114474728134
28,0.624652349938019
29,0.9848098140903027
30,0.8931532141950387
31,0.9654507100148504
32,0.9651222158674968
33,0.9713409391484887
34,0.9721209866947017
35,0.9490426836978368
36,0.9849524335791078
37,0.9635597542321952
38,0.9935056955077805
39,0.8721160524982159
40,0.8598297419818272
41,0.9405482661326062
42,0.9903835880995541
43,0.965769372671099
44,0.9721312312581949
45,0.9633007203232821
46,0.9667245776099657
47,0.9959745149365017
48,0.9349232998100158
49,0.9965110159567084
50,0.9804862393010899
51,0.9869654758538162
52,0.9783387939678638
53,0.9781740829447009
54,0.9719516517007711
55,0.9537679465553643
56,0.9024142909176481
57,0.9674864517440965
58,0.9974215398313364
59,0.9626666470236416
60,0.9841556692213277
61,0.9943255500978996
62,0.9792980873279916
63,0.9599811110231841
64,0.9900529508876665
65,0.9955275870155962
66,0.9831231020464941
67,0.9042983613062642
68,0.9761226674247385
69,0.9542775184635708
70,0.7690784490798127
71,0.9425632778517675
72,0.9820577348802282
73,0.9685133353295748
74,0.9897936188588209
75,0.9778396149805042
76,0.9771614007213505
77,0.9941667176463775
78,0.9317396493795637
79,0.8425314240358797
80,0.9954531019273043
81,0.9901556426724464
82,0.9831827673537215
83,0.981625758724117
84,0.9891750300045586
85,0.9654263534043593
86,0.9254480683304135
87,0.9218043278509651
88,0.9950958758830873
89,0.9807281148254289
90,0.9627721634876973
91,0.9787492055823352
92,0.930742126995769
93,0.9966937192459949
94,0.8824100828850178
95,0.9961108017052156
96,0.9566762761720188
97,0.7924089410144171
98,0.97131348218672
99,0.9884666671301923
100,0.9862265354145974
101,0.9655805502811943
102,0.6728522070031043
103,0.9726654406378794
104,0.9120562128814498
105,0.8576891628488411
106,0.9939333616550426
107,0.9918245219465073
108,0.9144497196884518
109,0.978989064453744
110,0.9743717731247852
111,0.8926227568077378
112,0.9455698434785597
113,0.9744132999578382
114,0.9956319841956428
115,0.9533549759204295
116,0.9519167751896096
117,0.9759686148836596
118,0.9905536161824539
119,0.999517754097744
120,0.9882049789506877
121,0.9882594285381836
122,0.9838088480829875
123,0.8826975928116083
124,0.9675853731177825
125,0.9957937573511364
126,0.8756942837614337
127,0.6425607127587732
128,0.9531149591786361
129,0.913556059379439
130,0.8959274646575808
131,0.994490690410326
132,0.9691914403857985
133,0.9673295603241449
134,0.8618741031631375
135,0.9929412619527289
136,0.8697489714003054
137,0.9849304141683191
138,0.9684334483440232
139,0.8847077365169493
140,0.9729420493403921
141,0.9958657528241343
